danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0.7509999999999999,0.722,9,-6.034,0,0.0343,0.42,6.06e-06,0.211,0.741,111.822,155480,4.0
0.583,0.0654,1,-13.83,1,0.0462,0.94,0.921,0.111,0.691,42.967,165613,4.0
0.0639,0.122,10,-18.877,1,0.0458,0.8420000000000001,0.69,0.0893,0.0346,58.745,195915,4.0
0.365,0.347,11,-10.021,1,0.033,0.6829999999999999,0.0,0.119,0.581,168.59099999999995,154333,4.0
0.659,0.7170000000000001,10,-7.362,1,0.0279,0.0114,0.0995,0.5539999999999999,0.6409999999999999,124.134,183587,4.0
0.155,0.995,8,-9.76,1,0.0488,0.013,0.965,0.151,0.228,180.957,235507,3.0
0.473,0.49,2,-9.03,1,0.0292,0.331,0.0,0.11,0.503,65.325,210507,4.0
0.701,0.6920000000000001,4,-9.294,0,0.0468,0.5660000000000001,0.000459,0.259,0.17,96.045,217653,4.0
0.525,0.369,11,-13.992,0,0.149,0.6970000000000001,0.0,0.636,0.659,127.246,222640,4.0
0.7929999999999999,0.6859999999999999,0,-6.214,0,0.0952,0.139,0.000136,0.126,0.914,115.975,316973,4.0
0.411,0.933,11,-5.7810000000000015,0,0.0882,0.0034,0.2,0.271,0.35,97.321,366160,4.0
0.585,0.5329999999999999,2,-9.452,1,0.0353,0.0033799999999999,0.000358,0.281,0.7490000000000001,84.521,314680,4.0
0.6970000000000001,0.852,11,-6.897,0,0.0374,2.6e-05,0.8809999999999999,0.171,0.875,126.021,201306,4.0
0.546,0.8640000000000001,2,-7.568,1,0.0365,0.057,0.000123,0.11,0.659,120.012,355533,4.0
0.4920000000000001,0.688,4,-6.6960000000000015,0,0.118,0.331,0.0,0.108,0.6629999999999999,179.37599999999995,284053,4.0
0.461,0.94,5,-3.406,0,0.0548,0.00519,0.0,0.198,0.65,177.821,208875,4.0
0.531,0.172,3,-21.721,0,0.048,0.85,0.516,0.11,0.862,93.279,116000,4.0
0.4970000000000001,0.546,7,-7.99,1,0.0261,0.0456,0.0,0.173,0.331,145.737,252440,4.0
0.452,0.62,7,-9.43,0,0.108,0.175,1.2e-05,0.402,0.659,215.693,293560,3.0
0.5760000000000001,0.767,9,-6.277,1,0.0344,0.00571,0.0,0.0331,0.632,112.71,175200,4.0
0.251,0.0983,5,-21.461,1,0.0467,0.8759999999999999,0.705,0.0586,0.0752,119.956,2085493,4.0
0.477,0.5660000000000001,0,-11.799,0,0.0251,0.6509999999999999,0.916,0.0727,0.0709,104.96,176317,4.0
0.519,0.76,4,-12.654000000000002,0,0.296,0.6509999999999999,0.8690000000000001,0.214,0.628,113.751,132560,4.0
0.412,0.92,0,-3.843,1,0.0598,0.0689,8.62e-06,0.49,0.5710000000000001,99.726,248227,4.0
0.6729999999999999,0.396,11,-8.78,1,0.047,0.113,0.852,0.135,0.132,149.998,204802,4.0
0.8,0.353,10,-15.434,0,0.0948,0.000386,0.898,0.0715,0.49,119.971,131120,4.0
0.784,0.604,11,-6.422999999999999,0,0.0339,0.337,3.28e-06,0.0998,0.967,119.987,162000,4.0
0.3,0.0759,2,-23.778,1,0.0528,0.979,0.0159,0.145,0.166,158.855,90733,4.0
0.0945,0.0342,11,-30.831,0,0.0441,0.965,0.914,0.596,0.0363,87.28299999999999,299160,5.0
0.8370000000000001,0.7390000000000001,7,-7.022,1,0.0475,0.319,0.0071099999999999,0.141,0.752,107.993,330095,4.0
0.247,0.2269999999999999,5,-9.966,0,0.0307,0.0221,1.27e-06,0.294,0.0772,36.472,52360,3.0
0.397,0.598,2,-9.908,0,0.108,0.759,0.585,0.095,0.171,126.669,92067,1.0
0.0647,0.0542,7,-24.48,1,0.0444,0.975,0.878,0.135,0.147,64.88600000000001,212133,4.0
0.635,0.209,11,-18.139,1,0.0501,0.986,0.875,0.108,0.291,126.078,163507,4.0
0.49,0.429,10,-15.033,0,0.373,0.0571,0.0,0.179,0.4920000000000001,83.01299999999998,157613,4.0
0.29,0.0402,1,-24.391,1,0.0384,0.919,0.915,0.15,0.0311,122.076,233200,4.0
0.537,0.307,8,-12.185,1,0.0284,0.619,0.0164,0.127,0.195,86.051,253907,4.0
0.519,0.8590000000000001,2,-8.636000000000001,1,0.0466,0.00291,0.895,0.1689999999999999,0.615,135.005,233627,4.0
0.283,0.823,2,-9.784,0,0.1159999999999999,0.146,0.825,0.649,0.0399,123.444,237387,3.0
0.531,0.396,5,-18.948,1,0.0894,0.121,0.0267,0.0874,0.586,80.051,189133,4.0
0.455,0.581,2,-11.226,1,0.0304,0.8029999999999999,0.828,0.158,0.821,129.763,260400,4.0
0.665,0.728,2,-9.012,1,0.0944,0.024,0.000522,0.0511,0.921,129.76,265267,4.0
0.6970000000000001,0.973,4,-3.347,0,0.156,0.482,1.22e-05,0.225,0.705,108.524,174958,4.0
0.355,0.7070000000000001,7,-11.905,1,0.0321,0.057,0.0055,0.0992,0.564,162.408,229600,4.0
0.5379999999999999,0.975,7,-4.716,1,0.255,0.00424,0.0487,0.0866,0.336,140.071,235827,4.0
0.213,0.6509999999999999,4,-8.243,1,0.034,0.143,0.7490000000000001,0.0956,0.113,197.485,198933,4.0
0.304,0.449,3,-9.204,1,0.0317,0.336,0.0072599999999999,0.0742,0.178,109.216,280536,3.0
0.4270000000000001,0.0456,4,-29.697,1,0.0386,0.995,0.848,0.136,0.851,182.306,133320,3.0
0.627,0.3389999999999999,9,-17.387,0,0.0294,0.29,0.7879999999999999,0.157,0.521,97.946,47920,3.0
0.203,0.7390000000000001,2,-7.358,1,0.0347,0.003,9.16e-05,0.153,0.396,164.15400000000002,259320,4.0
0.308,0.0217,3,-27.097,1,0.0544,0.981,0.0004219999999999,0.0731,0.32,176.07299999999995,144627,4.0
0.243,0.4639999999999999,5,-8.765,1,0.0331,0.77,0.28,0.107,0.077,76.02199999999998,239667,4.0
0.412,0.0476,11,-26.6,0,0.0826,0.93,0.0,0.667,0.37,142.733,66667,4.0
0.248,0.00674,2,-36.547,1,0.0417,0.952,0.271,0.155,0.185,176.236,121933,3.0
0.6990000000000001,0.693,3,-5.394,0,0.0359,0.6609999999999999,0.0,0.0797,0.8490000000000001,133.08700000000002,126627,4.0
0.452,0.5589999999999999,2,-6.7010000000000005,1,0.103,0.584,0.0,0.091,0.299,156.085,187960,4.0
0.319,0.94,7,-6.001,1,0.074,0.000443,0.0346,0.359,0.51,125.047,317280,4.0
0.0728,0.462,0,-9.873,1,0.0488,0.000627,0.899,0.213,0.0305,177.366,247261,1.0
0.504,0.921,10,-4.137,0,0.0562,0.000769,0.768,0.385,0.284,160.018,273040,4.0
0.474,0.17,2,-17.768,1,0.0288,0.835,0.0336,0.0899,0.6579999999999999,142.789,153267,4.0
0.465,0.946,2,-2.65,1,0.3289999999999999,0.104,0.00896,0.8109999999999999,0.308,148.86,209606,4.0
0.451,0.327,4,-6.931,1,0.0364,0.752,0.00135,0.0956,0.7170000000000001,141.184,210253,4.0
0.515,0.969,7,-3.575,1,0.0645,7.82e-05,0.7659999999999999,0.0816,0.141,173.977,332838,4.0
0.602,0.3289999999999999,3,-9.96,1,0.0442,0.945,2.58e-06,0.271,0.4920000000000001,102.716,361827,4.0
0.522,0.94,0,-4.49,0,0.0444,0.00234,0.00267,0.069,0.467,112.026,190173,4.0
0.613,0.682,2,-7.165,0,0.141,0.0594,0.0,0.157,0.642,82.09100000000002,241627,4.0
0.247,0.973,3,-2.323,0,0.0645,0.000292,0.000909,0.0931,0.527,160.363,195173,4.0
0.1969999999999999,0.00749,0,-31.516,1,0.0424,0.972,0.0598,0.1119999999999999,0.139,64.887,178960,3.0
0.75,0.637,4,-7.66,0,0.036,0.48,4.1e-05,0.0799,0.763,93.307,287147,4.0
0.863,0.674,11,-5.915,1,0.253,0.0227,0.0,0.163,0.594,126.02,214812,4.0
0.145,0.094,2,-22.942,1,0.0365,0.992,0.745,0.138,0.0392,87.479,170667,4.0
0.649,0.583,6,-11.815,1,0.379,0.517,0.0,0.0844,0.833,130.238,135312,5.0
0.588,0.4379999999999999,0,-13.361,0,0.0289999999999999,0.815,0.899,0.114,0.7070000000000001,131.757,372907,4.0
0.22,0.918,5,-7.325,1,0.192,0.00148,0.00286,0.348,0.1639999999999999,93.648,357347,4.0
0.426,0.856,5,-6.718999999999999,1,0.0392,0.00175,0.841,0.0598,0.8,151.751,193744,4.0
0.541,0.143,1,-16.234,1,0.0263,0.687,2.12e-05,0.113,0.21,74.743,186200,3.0
0.155,0.375,2,-12.552,1,0.0327,0.595,0.8170000000000001,0.0754,0.12,84.029,290467,4.0
0.6859999999999999,0.7559999999999999,4,-8.003,0,0.0293,0.342,0.469,0.37,0.529,95.003,310427,4.0
0.5820000000000001,0.415,0,-8.834,1,0.0476,0.239,0.0,0.8909999999999999,0.518,82.05799999999998,204773,3.0
0.433,0.95,11,-7.1229999999999976,0,0.119,0.00836,0.0984,0.6859999999999999,0.2769999999999999,140.04399999999998,436773,4.0
0.15,0.868,10,-6.3,0,0.0646,8.18e-06,0.936,0.198,0.22,63.405,209861,4.0
0.33,0.627,5,-7.353,1,0.035,0.297,0.0338,0.0802,0.875,180.123,218027,4.0
0.303,0.477,4,-7.537000000000001,1,0.0279999999999999,0.679,0.000365,0.0817,0.3879999999999999,91.593,222084,4.0
0.105,0.0319,1,-36.071,0,0.0723,0.00554,0.754,0.133,0.0237,73.325,598413,5.0
0.412,0.727,9,-6.001,1,0.0369,0.318,0.00171,0.257,0.583,117.551,303600,4.0
0.797,0.573,11,-5.226,0,0.34,0.2789999999999999,2.13e-06,0.16,0.583,99.754,134400,4.0
0.674,0.113,1,-23.26,1,0.898,0.178,0.0,0.0705,0.6809999999999999,97.412,937147,3.0
0.288,0.722,8,-7.053999999999999,1,0.0869,0.301,0.00241,0.0989,0.0945,106.842,318367,3.0
0.414,0.0106,9,-29.138,0,0.0354,0.993,0.913,0.121,0.144,71.885,166373,1.0
0.43,0.104,2,-14.374,1,0.0355,0.87,0.00166,0.0603,0.157,131.539,192013,1.0
0.512,0.389,8,-15.999,1,0.0366,0.119,0.3379999999999999,0.151,0.297,121.809,665400,4.0
0.207,0.971,7,-4.274,1,0.113,4.53e-06,0.975,0.29,0.166,128.126,80960,4.0
0.871,0.485,0,-10.093,1,0.0527,0.799,0.0,0.104,0.962,115.781,149387,4.0
0.331,0.45,2,-11.049,1,0.0308,0.000717,0.181,0.166,0.374,76.763,159760,4.0
0.851,0.482,11,-9.188,0,0.062,0.3670000000000001,0.0,0.305,0.757,117.933,172141,4.0
0.369,0.143,1,-12.357,1,0.0366,0.956,0.265,0.132,0.272,174.06099999999995,240000,3.0
0.621,0.235,8,-17.586,0,0.0346,0.8009999999999999,0.369,0.0981,0.038,120.074,276807,4.0
0.348,0.58,5,-6.134,1,0.0425,0.314,0.000624,0.0778,0.211,136.377,200467,3.0
0.508,0.982,1,-3.127,0,0.0376,0.00135,0.743,0.133,0.0386,118.021,150579,4.0
0.6709999999999999,0.7040000000000001,2,-5.4910000000000005,1,0.0331,0.0105,1.16e-06,0.0607,0.716,132.961,253493,4.0
0.677,0.535,0,-6.523,0,0.214,0.198,0.0,0.0704,0.7,105.596,263640,4.0
0.123,0.752,11,-7.905,0,0.0551,3.8e-06,0.809,0.0915,0.0536,95.906,232627,4.0
0.619,0.326,5,-11.543,1,0.0463,0.59,0.000746,0.1119999999999999,0.208,70.764,186200,4.0
0.2189999999999999,0.0204,4,-31.937,1,0.0456,0.929,0.925,0.104,0.0391,65.13,214986,4.0
0.47,0.782,0,-7.632999999999999,1,0.0342,0.0494,0.123,0.0862,0.927,140.707,193118,3.0
0.3879999999999999,0.1369999999999999,6,-17.244,0,0.0318,0.8690000000000001,0.0912,0.0887,0.0973,93.086,374347,4.0
0.124,0.989,3,-4.55,1,0.122,9.11e-05,2.72e-06,0.354,0.0397,165.507,248000,4.0
0.6970000000000001,0.158,2,-18.515,1,0.0511,0.924,0.7390000000000001,0.129,0.625,122.819,141507,4.0
0.205,0.97,1,-7.27,1,0.0784,0.0002,0.914,0.768,0.349,195.316,183253,4.0
0.611,0.828,2,-4.654,1,0.104,0.123,5.23e-06,0.104,0.7859999999999999,91.586,262335,4.0
0.151,0.0374,10,-31.347,0,0.0371,0.99,0.958,0.0923,0.237,101.367,90973,4.0
0.688,0.6559999999999999,4,-5.541,0,0.276,0.218,0.0,0.115,0.365,160.414,157657,4.0
0.469,0.675,8,-9.336,0,0.0528,0.6990000000000001,0.741,0.856,0.449,129.996,457839,4.0
0.435,0.847,8,-3.875,0,0.0579,0.0202,2.59e-05,0.0891,0.598,172.06400000000005,209040,4.0
0.511,0.98,4,-4.075,1,0.0758,0.0701,2.09e-05,0.804,0.475,131.054,164648,4.0
0.61,0.688,2,-9.027,1,0.0286,0.0795,0.000175,0.0541,0.759,122.954,244733,4.0
0.763,0.599,8,-7.61,1,0.0401,0.7340000000000001,0.0,0.27,0.966,130.062,166773,4.0
0.467,0.677,9,-12.119000000000002,1,0.0757,0.588,0.127,0.105,0.228,182.541,163789,4.0
0.519,0.529,3,-7.825,1,0.0507,0.7759999999999999,0.764,0.231,0.856,141.31799999999996,144667,4.0
0.0853,0.0124,11,-28.534,0,0.0364,0.987,0.927,0.0745,0.0388,75.497,245893,5.0
0.3720000000000001,0.354,7,-10.927,0,0.114,0.895,1.7800000000000002e-05,0.6759999999999999,0.401,97.75,177000,4.0
0.731,0.267,0,-13.848,0,0.0362,0.643,0.00247,0.0822,0.583,81.765,248613,4.0
0.243,0.905,5,-6.572,0,0.2189999999999999,0.000125,0.000103,0.272,0.484,144.36700000000005,222749,4.0
0.308,0.943,0,-4.409,1,0.0691,0.000176,0.0251,0.103,0.5329999999999999,169.679,138840,4.0
0.8,0.49,9,-13.965,1,0.11,0.477,0.0,0.354,0.88,133.07399999999998,160453,3.0
0.713,0.5589999999999999,11,-9.496,0,0.248,0.272,0.00399,0.628,0.301,82.96799999999998,269958,4.0
0.775,0.611,2,-7.093,0,0.0473,0.228,0.892,0.0333,0.937,136.691,278320,4.0
0.275,0.266,0,-20.268,1,0.0383,0.99,0.888,0.123,0.777,108.957,214293,4.0
0.422,0.24,4,-8.509,0,0.0292,0.867,0.0,0.168,0.401,91.125,218747,3.0
0.642,0.71,2,-5.309,1,0.0343,0.00999,0.00185,0.3339999999999999,0.816,119.841,239800,4.0
0.355,0.6920000000000001,8,-4.923,1,0.031,0.093,3.8e-06,0.33,0.183,151.876,184667,4.0
0.471,0.94,4,-11.581,1,0.0397,0.000254,0.0071099999999999,0.0883,0.728,164.824,168747,4.0
0.1369999999999999,0.0724,5,-20.6,0,0.0423,0.903,0.85,0.0975,0.0309,78.61399999999998,254699,4.0
0.5710000000000001,0.945,2,-6.56,1,0.0355,0.368,0.000146,0.114,0.916,101.525,194307,4.0
0.701,0.787,7,-7.425,1,0.0294,0.3929999999999999,0.107,0.119,0.722,100.012,294903,4.0
0.685,0.461,2,-9.903,1,0.377,0.0915,0.94,0.186,0.645,176.485,91836,4.0
0.32,0.235,2,-17.992,0,0.0282,0.1009999999999999,0.88,0.0919,0.148,149.236,408000,4.0
0.426,0.907,1,-5.461,0,0.0975,0.00191,0.0,0.217,0.3879999999999999,170.083,220867,4.0
0.157,0.211,11,-9.809,1,0.0414,0.679,0.0335,0.218,0.0362,70.182,166387,3.0
0.542,0.841,10,-6.221,1,0.0356,0.00513,1.19e-05,0.284,0.809,160.859,189200,4.0
0.6579999999999999,0.281,0,-14.225,1,0.0409,0.276,1.32e-06,0.1159999999999999,0.3289999999999999,114.208,165253,4.0
0.8290000000000001,0.873,0,-3.877,1,0.0926,0.0327,0.0,0.352,0.7859999999999999,113.996,217156,4.0
0.605,0.742,2,-6.7920000000000025,0,0.0576,0.3720000000000001,0.0,0.0458,0.952,117.968,236600,4.0
0.1969999999999999,0.937,7,-4.918,1,0.0536,0.000267,0.000694,0.211,0.449,160.316,199227,4.0
0.3339999999999999,0.114,11,-28.106,1,0.052,0.995,0.919,0.13,0.573,168.11,209293,4.0
0.7979999999999999,0.623,6,-7.547999999999999,0,0.183,0.363,6.3e-06,0.1009999999999999,0.282,131.999,221040,4.0
0.17,0.893,0,-7.0310000000000015,1,0.0819,1.07e-06,0.8220000000000001,0.0547,0.152,161.195,302467,4.0
0.6779999999999999,0.248,1,-14.265,0,0.0373,0.605,0.00119,0.106,0.667,116.577,222681,4.0
0.504,0.8059999999999999,1,-5.907,1,0.108,0.0472,0.5870000000000001,0.1159999999999999,0.845,93.419,456720,4.0
0.611,0.777,9,-6.893,0,0.0571,0.129,0.00963,0.114,0.264,121.99,230360,4.0
0.595,0.894,2,-8.155,1,0.0541,0.0464,1.6e-05,0.134,0.531,126.533,235413,4.0
0.254,0.7859999999999999,7,-4.252,1,0.0605,2e-06,0.985,0.425,0.111,110.339,55427,4.0
0.598,0.433,7,-9.643,1,0.0369,0.8909999999999999,0.0,0.162,0.422,105.676,212440,4.0
0.6940000000000001,0.314,8,-16.348,0,0.0379,0.81,0.0339,0.1009999999999999,0.258,112.995,215587,4.0
0.2,0.00618,2,-36.144,1,0.0368,0.935,0.429,0.0681,0.0334,91.434,172840,4.0
0.3929999999999999,0.316,9,-14.695,0,0.0318,0.6609999999999999,0.969,0.0948,0.0363,80.00399999999998,158222,4.0
0.615,0.536,1,-10.549,1,0.114,0.0591,0.634,0.0958,0.302,140.007,204857,4.0
0.475,0.5539999999999999,6,-9.965,0,0.0383,0.158,0.0,0.152,0.5870000000000001,167.045,202228,4.0
0.467,0.2319999999999999,0,-17.311,1,0.032,0.7859999999999999,0.1669999999999999,0.113,0.228,74.19800000000002,204933,4.0
0.488,0.708,4,-9.459,0,0.331,0.226,0.0,0.0564,0.5920000000000001,95.944,295933,4.0
0.2789999999999999,0.305,0,-10.393,1,0.0603,0.727,0.00295,0.111,0.0777,198.151,176893,4.0
0.284,0.0739,10,-20.174,1,0.0368,0.962,0.00428,0.106,0.0706,72.98899999999998,89667,4.0
0.246,0.0993,9,-21.239,1,0.0449,0.99,0.927,0.17,0.0399,78.76899999999998,167800,4.0
0.718,0.892,6,-6.4510000000000005,0,0.119,0.0074099999999999,0.291,0.4370000000000001,0.629,128.974,334884,4.0
0.573,0.332,7,-12.213,1,0.0288,0.3389999999999999,0.3779999999999999,0.107,0.16,110.857,264867,4.0
0.618,0.476,3,-6.785,1,0.0264,0.4479999999999999,0.0,0.0937,0.514,109.131,188747,4.0
0.768,0.742,7,-7.065,1,0.0818,0.357,0.0934,0.105,0.848,104.958,274293,4.0
0.0668,0.715,3,-3.062,1,0.0424,0.00241,0.0,0.299,0.414,63.554,219707,4.0
0.602,0.0429,0,-15.287,1,0.0468,0.985,0.982,0.11,0.606,98.321,69400,4.0
0.8109999999999999,0.904,10,-1.754,1,0.0261,0.165,0.0,0.0753,0.868,106.482,228640,4.0
0.575,0.3329999999999999,7,-9.185,1,0.0259,0.759,0.000308,0.141,0.1159999999999999,93.989,296813,4.0
0.639,0.636,5,-5.825,0,0.1369999999999999,0.264,0.0,0.108,0.695,89.97399999999998,234333,4.0
0.373,0.108,9,-24.91800000000001,1,0.0404,0.993,0.919,0.0849,0.141,72.44,90000,4.0
0.416,0.0394,4,-30.062,0,0.0505,0.995,0.8270000000000001,0.0706,0.349,108.092,87067,5.0
0.192,0.212,4,-28.914,0,0.0783,0.775,0.95,0.109,0.257,73.15,589973,3.0
0.365,0.892,7,-7.224,1,0.2189999999999999,0.00367,0.000167,0.737,0.311,134.273,252933,4.0
0.6559999999999999,0.959,9,-3.12,1,0.0569,0.0729,0.0,0.1,0.7040000000000001,105.867,213027,4.0
0.601,0.647,1,-6.284,1,0.4629999999999999,0.6609999999999999,0.0,0.114,0.163,132.709,128376,4.0
0.62,0.753,3,-6.364,0,0.0317,0.00373,5.2e-06,0.238,0.657,103.004,196573,4.0
0.363,0.179,0,-15.58,1,0.0283,0.155,2.27e-06,0.0851,0.319,172.03900000000004,283609,4.0
0.6809999999999999,0.315,5,-14.653,1,0.0508,0.927,0.451,0.11,0.628,115.059,186173,3.0
0.764,0.872,2,-6.225,1,0.0578,0.677,2e-05,0.152,0.851,125.832,144400,4.0
0.777,0.778,1,-5.4510000000000005,1,0.0703,0.0482,0.423,0.0944,0.122,125.99,548571,4.0
0.114,0.147,5,-19.201,1,0.042,0.94,0.815,0.153,0.0278,89.728,335627,4.0
0.4,0.0173,2,-30.073,1,0.0474,0.78,5.429999999999999e-05,0.363,0.742,140.635,26027,5.0
0.5920000000000001,0.905,0,-3.729,0,0.166,0.000407,0.0376,0.6559999999999999,0.155,128.041,337600,4.0
0.408,0.36,5,-9.979,1,0.0432,0.37,0.00446,0.18,0.536,187.868,280333,3.0
0.309,0.1939999999999999,11,-10.655,0,0.0347,0.95,0.148,0.129,0.109,120.998,210933,3.0
0.711,0.573,2,-10.223,1,0.0531,0.789,0.00914,0.0842,0.977,103.382,174053,4.0
0.687,0.298,7,-12.488,1,0.0764,0.856,4.24e-06,0.0901,0.485,109.918,167160,4.0
0.411,0.616,6,-8.115,0,0.0331,0.758,0.956,0.102,0.356,126.212,390560,4.0
0.474,0.928,2,-4.69,1,0.1009999999999999,0.0159,0.0,0.151,0.545,149.951,248133,4.0
0.659,0.763,2,-3.679,1,0.0261,0.00331,0.00682,0.1009999999999999,0.535,104.308,253907,4.0
0.3339999999999999,0.28,0,-15.011,1,0.0283,0.445,0.00109,0.0796,0.539,200.212,172667,4.0
0.591,0.8340000000000001,1,-2.496,1,0.217,0.00232,5.610000000000002e-05,0.345,0.57,85.035,239680,4.0
0.8170000000000001,0.3339999999999999,8,-9.111,1,0.0443,0.711,0.0,0.0975,0.65,99.92,165627,4.0
0.617,0.347,0,-11.72,1,0.0714,0.74,0.141,0.0701,0.79,152.55200000000005,352293,4.0
0.535,0.635,2,-8.638,1,0.0321,0.012,9.19e-05,0.1009999999999999,0.159,102.773,178067,4.0
0.672,0.262,4,-16.516,1,0.044,0.8809999999999999,0.85,0.1009999999999999,0.654,124.349,133227,4.0
0.602,0.119,9,-15.658,1,0.0342,0.9,1.810000000000001e-05,0.108,0.177,104.977,200187,4.0
0.3939999999999999,0.938,7,-5.682,1,0.524,0.0161,0.0,0.349,0.645,162.761,368480,4.0
0.708,0.4970000000000001,7,-9.234,0,0.0425,0.1939999999999999,0.875,0.0477,0.4579999999999999,95.004,342987,4.0
0.472,0.241,7,-13.12,1,0.0408,0.863,4.07e-06,0.281,0.52,109.755,135800,4.0
0.4970000000000001,0.7959999999999999,4,-5.735,0,0.298,0.382,0.0,0.314,0.626,86.12799999999999,268293,4.0
0.581,0.9,5,-4.898,1,0.0464,0.0145,0.0,0.479,0.581,124.976,229640,4.0
0.843,0.8170000000000001,11,-6.037000000000001,1,0.0537,0.00327,0.00936,0.0994,0.825,100.023,215053,4.0
0.362,0.035,2,-24.186,1,0.048,0.872,0.193,0.259,0.2269999999999999,105.117,313400,3.0
0.7340000000000001,0.706,11,-7.05,1,0.222,0.0511,0.0,0.203,0.611,100.002,120738,4.0
0.261,0.0451,8,-22.786,0,0.0507,0.97,0.00112,0.139,0.0934,79.916,422333,4.0
0.634,0.216,6,-16.808,1,0.0431,0.356,0.172,0.1009999999999999,0.148,84.99600000000002,362360,4.0
0.7340000000000001,0.868,0,-4.394,0,0.04,0.00236,0.208,0.192,0.84,140.003,256827,4.0
0.851,0.852,8,-6.8420000000000005,1,0.0483,0.307,2.34e-05,0.73,0.8540000000000001,120.085,234173,4.0
0.792,0.5379999999999999,1,-5.6229999999999976,1,0.0587,0.0413,0.0,0.0517,0.261,104.0,305040,4.0
0.674,0.419,5,-12.962,0,0.0497,0.0756,0.0426,0.0929,0.6759999999999999,124.979,251467,4.0
0.6809999999999999,0.435,4,-7.7879999999999985,1,0.0313,0.764,6.24e-06,0.66,0.9,113.417,113947,4.0
0.377,0.135,7,-16.994,1,0.0307,0.911,0.852,0.122,0.391,97.235,225000,4.0
0.672,0.5539999999999999,7,-6.335,1,0.0248,0.65,1.5e-06,0.1009999999999999,0.359,100.027,185813,4.0
0.706,0.392,2,-8.396,1,0.185,0.0409999999999999,0.203,0.0936,0.5720000000000001,87.484,211333,4.0
0.457,0.632,11,-6.948,0,0.0399,0.2289999999999999,0.826,0.125,0.365,147.938,190160,4.0
0.598,0.5429999999999999,9,-7.5310000000000015,0,0.0302,0.249,2.99e-05,0.263,0.352,79.997,220687,4.0
0.8590000000000001,0.815,1,-8.245,1,0.048,0.0247,0.0576,0.978,0.748,112.19,326573,4.0
0.11,0.0152,5,-25.745,1,0.0364,0.976,0.986,0.208,0.283,83.23200000000001,100680,3.0
0.628,0.84,10,-5.5,1,0.0509,0.0474,0.0,0.1639999999999999,0.4479999999999999,163.10299999999995,219382,4.0
0.494,0.91,8,-6.682,1,0.0376,1.75e-05,0.00913,0.123,0.589,112.539,249867,4.0
0.507,0.593,1,-28.759,1,0.0368,0.78,0.885,0.0826,0.7,97.128,222067,4.0
0.166,0.0237,0,-27.589,0,0.0395,0.82,0.521,0.171,0.0386,96.269,225867,4.0
0.585,0.392,6,-19.394,0,0.0557,0.104,0.674,0.102,0.465,150.064,428627,4.0
0.6459999999999999,0.746,0,-10.379,1,0.0552,0.901,0.0,0.151,0.4629999999999999,94.257,182559,4.0
0.515,0.284,7,-7.183,1,0.0268,0.759,0.000361,0.0991,0.306,133.143,248320,3.0
0.359,0.75,7,-7.28,1,0.0364,0.000683,9.18e-06,0.163,0.669,165.082,218261,4.0
0.68,0.887,11,-2.95,0,0.231,0.0135,0.0,0.179,0.4429999999999999,74.09,288000,4.0
0.276,0.0726,7,-25.398000000000003,0,0.0408,0.947,0.0127,0.148,0.231,73.158,131400,4.0
0.589,0.978,7,-5.415,1,0.0752,0.000135,0.768,0.0716,0.1639999999999999,114.996,240654,4.0
0.37,0.915,9,-5.067,0,0.064,2.08e-05,0.0573,0.125,0.161,131.928,420133,4.0
0.6970000000000001,0.504,7,-14.62,1,0.0478,0.544,0.0,0.121,0.764,119.988,223147,4.0
0.341,0.493,7,-6.166,1,0.0288,0.0478,5.42e-06,0.104,0.314,96.023,267573,4.0
0.552,0.764,9,-9.036,0,0.0339,0.807,0.9,0.3939999999999999,0.696,96.415,367760,4.0
0.67,0.379,7,-9.505,1,0.0353,0.325,2.18e-06,0.23,0.349,83.93799999999997,289800,4.0
0.537,0.175,0,-28.938,1,0.071,0.409,0.885,0.109,0.593,73.063,305920,4.0
0.158,0.3229999999999999,7,-15.41,1,0.0336,0.89,0.962,0.145,0.36,171.343,309173,5.0
0.4429999999999999,0.353,0,-11.82,0,0.0755,0.935,0.8859999999999999,0.6829999999999999,0.155,125.448,378173,4.0
0.417,0.924,9,-10.594,1,0.0804,0.00366,0.002,0.619,0.215,145.769,351467,4.0
0.364,0.972,2,-5.28,1,0.114,0.0035299999999999,0.772,0.0677,0.386,91.933,245500,4.0
0.066,0.893,2,-4.267,0,0.356,0.347,0.91,0.27,0.0328,75.932,1679747,4.0
0.55,0.478,4,-13.233,1,0.035,0.4529999999999999,5.47e-06,0.368,0.742,107.945,147733,4.0
0.36,0.928,7,-4.498,1,0.0539,2.12e-05,0.884,0.423,0.249,187.96,270638,4.0
0.1939999999999999,0.2739999999999999,9,-14.167,1,0.0401,0.927,0.963,0.376,0.0615,118.912,225977,4.0
0.442,0.0786,0,-21.804,1,0.0442,0.991,0.916,0.0816,0.312,136.29,496867,4.0
0.501,0.7609999999999999,8,-7.434,1,0.237,0.562,6.12e-06,0.292,0.283,91.735,126593,4.0
0.503,0.396,7,-8.427,1,0.03,0.241,2.7600000000000014e-05,0.0872,0.43,120.017,231280,4.0
0.435,0.992,8,-4.323,0,0.121,0.00332,0.0497,0.108,0.354,165.975,123692,4.0
